pl_name,sy_snum,sy_pnum,cb_flag,disc_year,disc_locale,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pl_controv_flag,pl_orbper,pl_rade,pl_dens,ttv_flag,st_teff,st_rad,st_mass,st_lum,st_logg
Kepler-1960 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.29794002,1.307,5.56,0,6371,1.07,1.12,0.271,4.43
HD 156668 c,1,2,0,2021,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,811.3,6.17,0.737,0,4903.69,0.77,0.79,-0.537,4.55
Kepler-1967 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.28169012,0.73,4.45,0,4970,1.81,1,-0.567,3.92
Kepler-1765 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.41889954,2.495,2.4,0,5692,1.06,0.95,-0.136,4.36
Kepler-1557 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.74032496,1.53,4.54,0,6099,1.17,1.11,0.119,4.34
HD 147873 c,2,2,0,2016,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,491.54,13.3,1.71,0,5972,2.29,1.38,0.777,3.86
K2-205 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,26.672263,1.996,3.21,0,5890,1.08,0.95,0.194,4.25
K2-325 b,1,1,0,2020,Space,K2,0,0,0,1,0,0,0,0,0,0,6.93,2.2,2.83,0,3287,0.3,0.27,-2.048,4.84
Kepler-238 d,1,5,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.233549,3.07,1.83,0,5751,1.43,1.06,0.43,4.19
Kepler-331 b,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,8.457496,1.82,3.62,0,4347,0.49,0.65,-0.784,4.77
Qatar-5 b,1,1,0,2017,Ground,Qatar,1,0,0,1,0,0,0,0,0,0,2.8792319,12.408,3.95,0,5747,1.08,1.13,0.056,4.43
HD 28254 b,2,1,0,2010,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,1116,13.7,0.788,0,5664,1.48,1.06,0.34,4.12
Kepler-1550 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,225.582809,3.02,1.87,0,5991,1.11,1.07,0.119,4.38
Kepler-308 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,15.38231,2.16,2.9,0,5895,0.94,0.92,-0.116,4.51
K2-35 c,1,2,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,5.608352,1.93,3.35,0,4402.71,0.62,0.7,-0.719,4.7
Kepler-208 b,1,4,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.22864,1.63,4.17,0,6092,1.31,1.16,0.309,4.26
Kepler-1410 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,60.866168,1.78,3.72,0,4092,0.6,0.63,-1.158,4.67
HD 108236 f,1,5,0,2021,Space,CHaracterising ExOPlanets Satellite (CHEOPS),0,0,0,1,0,0,0,0,0,0,29.54115,2.017,3.16,0,5660,0.88,0.87,-0.15,4.49
Kepler-229 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,16.068638,4.92,0.992,0,5120,0.73,0.8,-0.538,4.63
DMPP-1 c,1,4,0,2019,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,6.584,3.06,1.84,0,6196,1.26,1.21,0.32,4.41
Kepler-333 b,2,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.551158,1.32,67.4,0,4259,0.53,0.6,-0.928,4.73
Kepler-361 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,55.188023,2.52,2.37,0,6169,1.34,1.17,0.459,4.25
K2-27 b,3,1,0,2016,Space,K2,1,0,0,1,0,0,0,0,0,0,6.771315,4.48,1.87,0,5248,0.89,0.87,-0.27,4.48
Kepler-117 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,18.7959228,8.059,0.3,1,6150,1.61,1.13,0.538,4.1
GJ 849 c,1,2,0,2014,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,7068,14,0.447,0,3562.68,0.47,0.49,-1.583,4.79
OGLE2-TR-L9 b,1,1,0,2008,Ground,OGLE,1,0,0,1,0,0,0,0,0,0,2.4855335,18.046,1.25,0,6933,1.53,1.52,0.512,4.24
Kepler-474 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.66067294,3.06,1.84,0,5785,1.08,0.99,0.417,4.36
Kepler-390 b,2,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.738088,0.82,4.75,0,5166,0.78,0.86,-0.352,4.57
K2-353 b,1,1,0,2021,Space,K2,0,0,0,1,0,0,0,0,0,0,15.466805,5.55,0.845,0,5698,0.99,0.87,-0.076,4.38
HAT-P-15 b,1,1,0,2010,Ground,HATNet,1,0,0,1,0,0,0,0,0,0,10.8635,11.882,1.96,0,5568,1.07,1,0,4.38
Kepler-1642 c,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.6513802,2.66,2.21,0,5355,0.84,0.88,-0.405,4.54
K2-189 b,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,2.588309,1.52,4.57,0,5519,0.87,0.94,-0.239,4.53
Kepler-431 d,1,3,0,2015,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.922,1.11,5.67,0,6004,1.09,1.07,0.498,4.4
Kepler-1045 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,26.41045478,2.69,2.17,0,5301,0.82,0.86,-0.334,4.55
CoRoT-31 b,1,1,0,2020,Space,CoRoT,1,0,0,1,0,0,0,0,0,0,4.62941,16.365,0.33,0,5700,2.15,1.25,0.398,3.85
HATS-72 b,1,1,0,2020,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,7.3279474,8.097,0.411,0,4656.1,0.72,0.73,-0.659,4.59
Kepler-804 c,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,9.65185017,1.14,5.75,0,5817,1.05,1.01,0.05,4.4
TOI-628 b,1,1,0,2021,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,3.4095675,11.882,6.58,0,6250,1.34,1.31,0.394,4.3
HD 10180 c,1,6,0,2010,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,5.75969,3.68,1.44,0,5911,1.11,1.06,0.173,4.39
Kepler-963 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,9.97683705,2.66,2.21,0,5461,0.87,0.91,-0.225,4.52
HD 163607 b,1,2,0,2010,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,75.2203,13.9,0.51,0,5522,1.76,1.12,0.42,3.97
Kepler-1030 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,19.32952416,2.48,2.42,0,4983,0.76,0.8,-0.553,4.59
Kepler-1420 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.69960006,1.28,5.71,0,5187,0.79,0.82,-0.232,4.57
Kepler-355 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,25.762294,2.71,2.15,0,6184,1.07,0.99,0.195,4.44
Kepler-1836 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.25416994,2.553,2.33,0,6123,0.99,1.05,0.016,4.47
Kepler-236 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,23.968127,2,3.2,0,3750,0.51,0.6,-1.229,4.75
HD 63935 b,1,2,0,2021,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,9.058811,2.99,2.2,0,5534,0.96,0.93,-0.098,4.38
K2-74 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,19.5666,2.31,2.65,0,6060,0.98,0.96,0.06,4.44
Kepler-734 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.10485286,3.56,1.51,0,5326,0.78,0.85,0.374,4.59
Kepler-1164 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.97599768,1.12,5.71,0,5183,0.79,0.85,-0.399,4.57
Kepler-223 d,1,4,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,14.78869,5.24,0.31,1,5803,1.72,1.12,0.371,4.46
TOI-150.01,1,1,0,2019,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,5.857487,14.067,1.68,0,6255,1.53,1.35,0.497,4.13
HD 164922 c,1,4,0,2016,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,75.74,3.66,1.46,0,5390,0.95,0.93,-0.149,4.46
HD 99283 b,1,1,0,2021,Ground,Okayama Astrophysical Observatory,1,0,0,0,0,0,0,0,0,0,310.4,13.8,0.645,0,4886,11.21,1.76,1.81,2.57
Kepler-1406 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.62905828,1.1,5.66,0,5892,1.12,1.05,0.135,4.36
HD 212771 b,1,1,0,2009,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,380.7,13.3,1.77,0,5003,5.27,1.56,1.188,3.31
Kepler-128 c,1,2,0,2013,Space,Kepler,0,0,0,1,0,0,0,0,0,0,22.804,1.34,2.07,1,6136,1.61,1.09,0.575,4.07
Kepler-931 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,8.03755877,1.33,5.44,0,5241,0.81,0.86,-0.35,4.55
Kepler-48 b,1,4,0,2012,Space,Kepler,1,0,0,1,0,0,0,0,0,0,4.778,1.88,3.23,1,5194,0.89,0.88,-0.289,4.49
K2-25 b,1,1,0,2015,Space,K2,1,0,0,1,0,0,0,0,0,0,3.484552,3.43,1.58,0,3180,0.3,0.29,-2.076,4.94
Kepler-651 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,21.38521506,2.37,2.56,0,5522,0.87,0.92,-0.253,4.53
HD 89307 b,1,1,0,2009,Ground,Lick Observatory,1,0,0,0,0,0,0,0,0,0,2166,13.4,1.53,0,5955,1.1,1.27,0.131,4.46
Kepler-712 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,21.02247699,3.41,1.59,0,5148,0.78,0.84,-0.484,4.58
HD 4113 b,3,1,0,2007,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,526.62,13.5,1.11,0,5688,1.08,0.99,0.086,4.4
Kepler-1106 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.25275217,1.65,4.11,0,6104,1.17,1.11,0.159,4.35
Kepler-382 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.262155,1.32,5.5,0,5600,0.94,0.88,0.146,4.4
Kepler-1222 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.91694425,0.79,4.66,0,5239,0.8,0.84,-0.458,4.56
V0391 Peg b,1,1,0,2007,Ground,Multiple Observatories,0,0,1,0,0,0,0,0,0,0,1170,13.1,2.49,0,29300,0.23,0.5,1.433,5.4
Kepler-366 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.51616,1.79,3.7,0,6209,1.05,1.06,0.573,4.45
Kepler-122 f,1,5,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,56.268,1.75,36.9,1,6102,0.95,1.03,0.27,4.35
Kepler-542 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.14497566,1.57,4.39,0,5526,0.9,0.93,-0.122,4.5
Kepler-1483 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,9.5085156,1.52,4.57,0,6337,1.4,1.25,0.394,4.24
Kepler-502 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.28686431,4.77,1.03,0,6125,1.22,1.15,0.349,4.33
Kepler-967 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.22713379,2.35,2.59,0,5178,0.8,0.84,-0.718,4.56
K2-26 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,14.5665,2.67,2.2,0,3785,0.52,0.56,-1.31,4.72
HD 5608 b,1,1,0,2012,Ground,Okayama Astrophysical Observatory,1,0,0,0,0,0,0,0,0,0,779.9,13.5,1.19,0,4877,5.14,1.53,1.179,3.19
HIP 67522 b,1,1,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0,0,0,1,0,0,0,0,0,0,6.959503,10.07,0.39,0,5675,1.38,1.22,0.243,4.2
Kepler-1560 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.03195744,0.89,4.99,0,5815,1.02,1.02,-0.034,4.43
HD 179949 b,1,1,0,2000,Ground,Anglo-Australian Telescope,1,0,0,0,0,1,0,0,0,0,3.092514,13.9,0.596,0,6168,1.27,1.21,0.301,4.34
Kepler-301 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.419026,1.35,5.34,0,5815,0.9,0.98,-0.08,4.53
GJ 163 b,1,3,0,2013,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,8.63182,3.25,1.7,0,3500,0.41,0.4,-1.708,4.82
WASP-95 b,1,1,0,2014,Ground,SuperWASP,1,0,0,1,0,0,0,0,0,0,2.18467,13.787,0.84,0,5830,1.23,1.46,0.178,4.36
HD 1502 b,1,1,0,2011,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,428.5,13.2,2.09,0,4947,4.67,1.46,1.064,3.18
CoRoT-14 b,1,1,0,2010,Space,CoRoT,1,0,0,1,0,0,0,0,0,0,1.51214,12.22,7.3,0,6035,1.21,1.13,0.119,4.35
TOI-237 b,1,1,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0,0,0,1,0,0,0,0,0,0,5.436098,1.44,4.91,0,3212,0.21,0.18,-2.387,5.04
HD 202206 c,2,1,1,2004,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,1260,12.2,17.2,0,5766,1.04,1.07,0.035,4.5
WASP-47 b,1,4,0,2012,Ground,SuperWASP,1,0,0,1,0,0,0,0,0,0,4.1591289,12.63,0.993,1,5552,1.14,1.04,0.032,4.34
Teegarden's Star b,1,2,0,2019,Ground,Calar Alto Observatory,1,0,0,0,0,0,0,0,0,0,4.91,1.02,5.44,0,2904,0.11,0.09,-3.137,5.27
HD 111998 b,1,1,0,2016,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,825.9,12.9,3.67,0,6557,1.45,1.18,0.512,4.19
Kepler-741 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.03902374,2.97,1.91,0,6129,1.24,1.16,0.332,4.31
HATS-14 b,1,1,0,2015,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,2.7667641,11.646,1.191,0,5346,0.93,0.97,-0.173,4.48
Kepler-1510 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,84.703921,3.36,1.62,0,6200,1.28,1.19,0.377,4.29
KIC 9663113 b,1,2,0,2015,Space,Kepler,0,0,0,1,0,0,0,0,0,0,572.3847,4.6,1.08,0,6065,1.03,0.98,0.792,4.42
Kepler-1248 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.46725407,1.18,5.89,0,6149,1.21,1.21,0.276,4.36
Kepler-214 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,15.660544,2.61,2.26,0,6169,1.35,1.11,0.511,4.25
Kepler-1822 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,22.13339996,2.648,2.22,0,5165,0.7,0.78,-0.286,4.63
K2-38 c,1,2,0,2016,Space,K2,1,0,0,1,0,0,0,0,0,0,10.56103,2.42,3.6,0,5757,1.1,1.07,0,4.35
XO-2 S c,2,3,0,2014,Ground,Roque de los Muchachos Observatory,1,0,0,0,0,0,0,0,0,0,120.8,13.6,0.951,0,5399,1.02,0.98,-0.123,4.43
OGLE-TR-111 b,1,1,0,2004,Ground,OGLE,1,0,0,1,0,0,0,0,0,0,4.0144463,11.422,0.65,0,5040,0.83,0.82,-0.339,4.54
Kepler-128 b,1,2,0,2013,Space,Kepler,0,0,0,1,0,0,0,0,0,0,15.09,1.43,1.46,1,6136,1.61,1.09,0.575,4.07
Kepler-1245 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.35409304,1.44,4.91,0,5306,0.83,0.86,-0.411,4.55
Kepler-1018 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,49.1013514,2.58,2.3,0,5518,0.88,0.91,-0.082,4.52
Kepler-1723 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,39.75289917,2.88,1.99,0,6072,1.01,0.96,0.034,4.41
TRAPPIST-1 c,1,7,0,2016,Ground,La Silla Observatory,0,0,0,1,0,0,0,0,0,0,2.421937,1.097,5.463993,1,2566,0.12,0.09,-3.257,5.24
Kepler-770 b,1,3,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,18.92540274,2.3,2.66,0,5598,0.92,0.94,0.054,4.49
Kepler-1322 c,1,2,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.45998001,2.155,2.9,0,5704,0.8,0.9,-0.101,4.58
WASP-130 b,1,1,0,2016,Ground,SuperWASP-South,1,0,0,1,0,0,0,0,0,0,11.55098,9.976,2.34,0,5625,0.96,1.04,-0.032,4.49
HATS-4 b,1,1,0,2014,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,2.516729,11.433,1.55,0,5403,0.93,1,-0.187,4.51
Kepler-959 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,14.80074836,4.38,1.15,0,7005,2.01,1.6,0.738,4.04
Kepler-325 d,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,38.715185,2.79,2.07,0,5752,1,0.92,-0.255,4.41
Kepler-1674 b,1,1,0,2020,Space,Kepler,0,0,0,1,0,0,0,0,0,0,62.5611,3.206,1.73,0,5473.91,0.88,0.96,-0.206,4.53
Kepler-929 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,0.92103214,1.11,5.67,0,5869,1.02,1.01,0.461,4.42
K2-342 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,11.561052,2.03,3.14,1,5920,1.09,1.01,0.093,4.36
Kepler-197 c,2,4,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.349695,1.23,15.7,0,6004,1.12,0.86,0.222,4.3
WASP-45 b,2,1,0,2011,Ground,SuperWASP,1,0,0,1,0,0,0,0,0,0,3.126089,10.604,1.418,0,5150,0.86,0.85,-0.336,4.5
Kepler-292 f,1,5,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,20.834237,2.35,2.59,0,5299,0.83,0.85,-0.337,4.54
HD 9446 b,1,2,0,2009,Ground,Haute-Provence Observatory,1,0,0,0,0,0,0,0,0,0,30.052,14,0.446,0,5793,1,1,0.041,4.53
K2-189 c,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,6.679195,2.5,2.39,0,5519,0.87,0.94,-0.219,4.53
KELT-8 b,1,1,0,2015,Ground,KELT,1,0,0,1,0,0,0,0,0,0,3.24406,18.159,0.167,0,5754,1.46,0.81,0.265,4.08
Kepler-1217 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.03232507,1.99,3.22,0,5905,1.08,1.06,0.085,4.4
Kepler-853 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,7.16892463,1.69,3.98,0,6350,1.55,1.3,0.51,4.17
HD 75784 c,1,2,0,2018,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,7900,12.8,4.7,0,4867,3.4,1.26,0.77,3.46
Kepler-1831 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.78387022,1.97,3.26,0,6063,1.01,1.12,-0.045,4.48
Kepler-537 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.24755522,1.41,5.04,0,5763,0.99,1.07,-0.039,4.47
L 98-59 e,1,4,0,2021,Multiple Locales,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,12.796,1.56,4.43,0,3415,0.3,0.27,-1.948,4.86
Kepler-1318 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,213.257663,3.11,1.8,0,4598,0.7,0.73,-0.73,4.62
Kepler-770 d,1,3,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.15244722,1.4,5.09,0,5598,0.92,0.94,0.054,4.49
Kepler-157 b,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.732342,1.32,5.5,0,5774,1.04,1.02,0.091,4.39
BD-17 63 b,1,1,0,2008,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,655.6,12.8,4.25,0,4714,0.69,0.74,-0.678,4.26
K2-154 b,1,2,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,3.67626,1.99,3.22,0,4097,0.63,0.65,-1.018,4.65
NGTS-1 b,1,1,0,2017,Ground,Paranal Observatory,1,0,0,1,0,0,0,0,0,0,2.647298,14.908,0.42,0,3916,0.57,0.62,-1.153,4.71
K2-354 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,3.793306,1.56,4.41,0,3669,0.41,0.43,-1.614,4.86
K2-68 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,8.05428,1.58,4.35,0,4746,0.68,0.73,-0.673,4.63
HD 181433 c,1,3,0,2008,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,962,14.1,0.398,0,4962,0.81,0.78,-0.511,4.37
HAT-P-21 b,1,1,0,2010,Ground,HATNet,1,0,0,1,0,0,0,0,0,0,4.12448,12.442,4.6,0,5588,1.21,1.24,0.025,4.33
HD 31527 d,1,3,0,2019,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,271.6737,3.46,1.57,0,5898,1.07,0.96,0.079,4.45
Kepler-360 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.289672,1.65,4.11,0,6053,1.06,0.95,-0.132,4.42
Kepler-203 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.370647,2.47,273,0,5821,1.11,1,0.094,4.36
HD 161178 b,1,1,0,2021,Ground,Okayama Astrophysical Observatory,1,0,0,0,0,0,0,0,0,0,279.3,14.1,0.355,0,4786,10.95,1.06,1.751,2.38
HD 33142 b,1,2,0,2011,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,326,13.6,0.962,0,4978,4.45,1.41,1.021,3.4
Kepler-512 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,34.43587975,2.69,2.17,0,5997,1.3,1.17,0.216,4.28
HD 12661 c,1,2,0,2002,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,1708,13.4,1.32,0,5748,1.11,1.02,0.063,4.32
Kepler-322 b,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.653888,1.01,5.39,0,5388,0.89,0.92,-0.288,4.5
Kepler-276 d,1,3,0,2013,Space,Kepler,0,0,0,1,0,0,0,0,0,0,48.648,2.8,4.08,1,5779,1.03,1.1,-0.089,4.46
Kepler-766 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,6.10027804,3.39,1.61,0,5992,1.15,1.1,0.451,4.36
K2-85 b,1,1,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,0.684533,1.01,5.39,0,4268,0.51,0.57,-0.812,4.78
Kepler-286 b,1,4,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,1.796302,1.24,5.97,0,5580,0.86,0.96,-0.116,4.5
K2-208 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,4.190948,1.679,4.02,0,5582,0.86,0.93,-0.214,4.62
Kepler-531 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,29.88485741,2.78,2.08,0,4893,0.75,0.78,-0.552,4.58
Kepler-1177 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,106.247547,1.9,3.42,0,5712,0.97,0.98,0.342,4.46
K2-14 b,1,1,0,2015,Space,K2,0,0,0,1,0,0,0,0,0,0,8.36802,4.81,1.02,0,3789,0.45,0.47,-0.968,4.89
HD 181433 b,1,3,0,2008,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,9.3743,2.4,2.53,0,4918,0.79,0.63,-0.456,4.45
HD 158259 d,1,5,0,2020,Ground,Haute-Provence Observatory,1,0,0,0,0,0,0,0,0,0,5.1980814,2.18,2.87,0,5801.89,1.21,1.08,0.212,4.25
HD 206610 b,1,1,0,2009,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,673.2,13.4,1.48,0,4842,6.12,1.55,1.276,3.22
Kepler-926 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,52.0688601,2.31,2.65,0,5806,1.01,1.01,0.173,4.43
Kepler-647 c,1,2,0,2020,Space,Kepler,0,0,0,1,0,0,0,0,0,0,29.6663,4.001,1.3,0,5906.74,1.55,1.07,0.418,4.09
Kepler-171 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.463462,2.56,2.32,0,5642,0.84,0.91,-0.079,4.57
Kepler-587 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.94027841,2.23,2.77,0,5549,0.89,0.92,-0.238,4.51
WASP-190 b,1,1,0,2019,Ground,WASP-South,1,0,0,1,0,0,0,0,0,0,5.367753,12.89,0.815,0,6400,1.6,1.35,0.691,4.17
HD 191939 d,1,3,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0,0,0,1,0,0,0,0,0,0,38.3561,3.16,1.76,0,5427,0.94,0.92,-0.161,4.4
Kepler-1126 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,108.593329,1.73,3.86,1,5798,0.93,0.92,-0.099,4.46
EPIC 212624936 c,1,2,0,2021,Space,K2,0,0,0,1,0,0,0,0,0,0,11.811437,2.3,2.66,0,5765,0.93,1,-0.124,4.4
Kepler-1375 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.3004192,1.74,3.84,0,6704,1.78,1.47,0.822,4.11
Kepler-1271 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.0255955,1.48,4.73,0,6143,1.23,1.13,0.219,4.31
HD 156668 b,1,2,0,2010,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,4.6455,1.87,3.49,0,4850,0.72,0.77,0.23,4.6
Kepler-913 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.29672521,2.06,3.08,0,4687,0.61,0.63,-0.282,4.67
Kepler-112 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,28.574263,2.4,2.52,0,5544,0.84,0.78,-0.086,4.51
