pl_name,sy_snum,sy_pnum,cb_flag,disc_year,disc_locale,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pl_controv_flag,pl_orbper,pl_rade,pl_dens,ttv_flag,st_teff,st_rad,st_mass,st_lum,st_logg
Kepler-1411 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,86.1150888,2.82,2.05,0,5664,0.92,0.95,0.041,4.49
Kepler-827 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,51.92927591,5.63,0.831,1,5602,0.91,0.93,0.232,4.5
TIC 257060897 b,1,1,0,2021,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,3.660028,16.701,0.25,0,5988,1.82,1.32,0.61,3.93
Kepler-25 d,2,3,0,2014,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,122.4,10,0.395,0,6270,1.32,1.17,0.391,4.28
Kepler-854 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.14463285,16.72,49.4,0,6179,1.27,1.17,0.832,4.29
Kepler-116 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.07163,2.3,2.66,0,6142,1.45,1.21,0.421,4.2
HAT-P-36 b,1,1,0,2011,Ground,HATNet,1,0,0,1,0,0,0,0,0,0,1.32734683,14.314,1.175,0,5620,1.04,1.03,0.022,4.42
Kepler-1868 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,211.0339966,3.15,1.78,0,4658,0.69,0.74,-0.662,4.63
HD 238090 b,1,1,0,2020,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,13.671,2.52,2.37,0,3933,0.57,0.58,-1.154,4.7
Kepler-1923 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,52.60969925,1.96,3.29,0,5881,1.29,1.11,0.257,4.26
Kepler-590 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.85296257,4.02,1.29,0,6000,1.15,1.1,0.477,4.35
Kepler-231 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,19.271566,1.93,18.4,1,3767,0.49,0.58,-1.036,4.78
HD 224538 b,1,1,0,2016,Ground,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,1189.1,12.8,4.97,0,6097,1.54,1.34,0.47,4.19
Kepler-1952 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,27.21080017,1.239,5.98,0,5973,1.3,0.92,0.291,4.17
Kepler-1170 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,9.98969327,2.41,2.51,0,5069,0.76,0.8,-0.338,4.58
Kepler-1699 b,1,1,0,2020,Space,Kepler,0,0,0,1,0,0,0,0,0,0,3.49082,1.567,4.4,0,5575.53,0.72,0.81,-0.339,4.62
Kepler-94 c,1,2,0,2014,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,820.3,12.5,8.79,0,4781,0.76,0.81,-0.597,4.59
HIP 71135 b,1,1,0,2019,Ground,Las Campanas Observatory,1,0,0,0,0,0,0,0,0,0,87.19,4.55,1.1,0,4146,0.68,0.66,-0.908,4.54
TOI-677 b,1,1,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,11.2366,13.115,0.957,0,6295,1.28,1.18,0.312,4.29
Kepler-1237 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,84.5733226,2.86,2.01,0,5472,0.9,0.94,-0.258,4.5
HAT-P-60 b,1,1,0,2021,Ground,HATNet,1,0,0,1,0,0,0,0,0,0,4.7947813,18.282,0.164,0,6212,2.2,1.44,0.809,3.91
HATS-1 b,1,1,0,2012,Ground,HATSouth,1,0,0,1,0,0,0,0,0,0,3.446459,14.594,1.03,0,5870,1.04,0.99,0.041,4.59
Kepler-186 e,1,5,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,22.407704,1.27,5.77,0,3788,0.47,0.48,-1.385,4.77
K2-138 d,1,6,0,2017,Space,K2,0,0,0,1,0,0,0,0,0,0,5.40479,2.39,3.1,0,5356.3,0.86,0.94,-0.287,4.54
HD 158259 c,1,5,0,2020,Ground,Haute-Provence Observatory,1,0,0,0,0,0,0,0,0,0,3.432,2.23,2.77,0,5801.89,1.21,1.08,0.212,4.25
XO-3 b,1,1,0,2007,Ground,XO,1,0,0,1,0,0,0,0,0,0,3.19154,15.805,8.09,0,6429,1.54,0.58,0.706,3.95
Kepler-760 c,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,2.46697439,1.48,4.73,0,5322,0.85,0.89,-0.28,4.54
HD 93385 b,1,3,0,2021,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,7.3426,1.88,3.47,0,5977,1.18,1.04,0.207,4.42
47 UMa d,1,3,0,2009,Ground,Lick Observatory,1,0,0,0,0,0,0,0,0,0,14002,13.5,1.16,0,5872,1.21,1.06,0.198,4.3
24 Boo b,1,1,0,2018,Ground,Okayama Astrophysical Observatory,1,0,0,0,0,0,0,0,0,0,30.3506,13.9,0.592,0,4893,10.64,0.99,1.774,2.42
Kepler-79 b,1,4,0,2012,Space,Kepler,0,0,0,1,0,0,0,0,0,0,13.4845,3.47,1.43,1,6174,1.3,1.17,0.342,4.27
Kepler-1008 b,2,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,12.43931193,1.28,5.71,0,5066,0.78,0.81,-0.507,4.56
Kepler-924 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,61.0370117,3.07,1.83,0,6167,1.23,1.14,0.314,4.32
Kepler-398 c,1,3,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,11.419412,1.01,5.39,0,4493,0.61,0.65,-0.811,4.69
Kepler-1336 b,1,2,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,23.198681,1.98,3.24,0,5512,1.3,0.94,0.421,4.18
HD 95089 c,1,2,0,2018,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,1785,13.1,2.68,0,4918,5.08,1.54,1.125,3.24
K2-161 b,1,1,0,2018,Space,K2,0,0,0,1,0,0,0,0,0,0,9.283188,6.117,0.747,0,4972,2.57,0.99,0.919,3.63
Kepler-481 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,10.06082567,2.5,2.39,0,5802,1.09,1.01,0.207,4.36
Kepler-1368 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,0.67564949,1.65,4.11,0,5906,1.08,1.07,0.051,4.4
Kepler-1327 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,14.88801098,1.8,3.67,0,5885,1.03,1.02,0.036,4.42
HD 10180 e,1,6,0,2010,Ground,La Silla Observatory,1,0,0,0,0,0,0,0,0,0,49.748,5.39,0.881,0,5911,1.11,1.06,0.173,4.39
HD 114729 b,2,1,0,2002,Ground,W. M. Keck Observatory,1,0,0,0,0,0,0,0,0,0,1121.79,13.9,0.537,0,5844,1.47,0.94,0.421,4.05
TOI-763 c,1,2,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,12.2737,2.63,2.82,0,5450,0.9,0.92,-0.154,4.45
Kepler-1534 b,1,1,0,2016,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.71668872,1.89,3.44,0,5442,0.86,0.9,-0.233,4.52
Kepler-309 c,1,2,0,2014,Space,Kepler,0,0,0,1,0,0,0,0,0,0,105.356383,2.51,2.38,1,4713,0.72,0.67,-0.574,4.61
TOI-1235 b,1,1,0,2020,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,3.444717,1.694,6.7,0,3997,0.62,0.63,-1.054,4.64
HD 152079 b,1,1,0,2009,Ground,Las Campanas Observatory,1,0,0,0,0,0,0,0,0,0,2918.92,13.2,2.02,0,5907,1.13,1.15,0.107,4.37
HD 110082 b,2,1,0,2021,Space,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,10.18271,3.2,1.73,0,6200,1.19,1.21,0.281,4.2
HAT-P-34 b,1,1,0,2011,Ground,HATNet,1,0,0,1,0,0,0,0,0,0,5.452654,13.417,2.5,0,6442,1.53,1.39,0.6,4.21
K2-9 b,1,1,0,2015,Space,K2,0,0,0,1,0,0,0,0,0,0,18.4498,2.25,2.74,0,3390,0.31,0.3,-1.921,4.82
Kepler-277 c,1,2,0,2013,Space,Kepler,0,0,0,1,0,0,0,0,0,0,33.006,3.36,9.3,1,5946,1.69,1.12,0.568,4.03
HD 114762 b,2,1,0,1989,Ground,Oak Ridge Observatory,1,0,0,0,0,0,0,0,0,0,83.9151,12.44,9.7,0,5869,1.2,0.8,0.221,4.18
Kepler-1942 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,4.62604999,2.117,2.97,0,5834,0.8,0.85,-0.075,4.57
Kepler-87 c,1,2,0,2013,Space,Kepler,0,0,0,1,0,0,0,0,0,0,191.2318,6.14,0.152,1,5600,1.82,1.1,0.326,3.96
Kepler-51 c,1,3,0,2012,Space,Kepler,0,0,0,1,0,0,0,0,0,0,85.312,9,0.03,1,6018,0.94,1.04,-0.142,4.51
K2-50 b,1,2,0,2016,Space,K2,0,0,0,1,0,0,0,0,0,0,8.7529,1.59,4.31,0,4326,0.55,0.61,-0.874,4.74
Kepler-1829 b,1,1,0,2021,Space,Kepler,0,0,0,1,0,0,0,0,0,0,5.18671989,2.479,2.42,0,5230,0.78,0.87,-0.394,4.59
